n_neighbors,n_components,total_clusters,total_outliers,min_cluster_size,max_cluster_size,avg_cluster_size,sil_ex,sil_in,cal_ex,cal_in,div_score,c_v_score,u_mass_score,uci_score,npmi_score
30,25,10,0,27,68,50.3,0.04317984132807769,0.04317984132807769,15.049167872034918,15.049167872034918,0.45555555555555555,0.7092946873669843,-0.6083658911026352,-1.5913483795690562,0.047257278711820914
30,30,10,0,13,77,50.3,0.042173962136505656,0.042173962136505656,14.645726467316264,14.645726467316264,0.4222222222222222,0.7219068174568585,-0.5616492372593381,-1.844039097379943,0.04461563394974486
30,35,10,0,23,71,50.3,0.04319945379147621,0.04319945379147621,15.096463868285161,15.096463868285161,0.4666666666666667,0.7175983131030349,-0.6674689792651066,-1.7584424416967632,0.04801805782847213
30,40,10,0,25,67,50.3,0.04363558080152024,0.04363558080152024,15.147024996995977,15.147024996995977,0.4777777777777778,0.6903753183022213,-0.5431319075848768,-1.969554035267888,0.034817477952980125
30,45,10,0,27,72,50.3,0.041681132212676185,0.041681132212676185,15.003059003582893,15.003059003582893,0.43333333333333335,0.728707740030861,-0.527295099845823,-1.7862037094728704,0.04981961026850794
30,50,10,0,23,67,50.3,0.04258438302152946,0.04258438302152946,15.040116187223672,15.040116187223672,0.4666666666666667,0.7308678697263482,-0.7382581995718849,-1.4994518337988167,0.052295484672484564
30,55,10,0,21,71,50.3,0.04409319850067992,0.04409319850067992,14.902664482793483,14.902664482793483,0.4444444444444444,0.7276250431146316,-0.6928425303600186,-1.3567404048102376,0.058208651634250784
30,60,10,0,27,69,50.3,0.04276517195383494,0.04276517195383494,14.927760753551325,14.927760753551325,0.43333333333333335,0.683615610110508,-0.4903278423471212,-2.410742390579172,0.016242754876869367
30,65,10,0,11,67,50.3,0.040754039659900244,0.040754039659900244,14.60914221732653,14.60914221732653,0.43333333333333335,0.7142729082249599,-0.5252450107304788,-1.641060031740944,0.0481100692372248
30,70,10,0,24,72,50.3,0.036570052116971924,0.036570052116971924,14.546220065880227,14.546220065880227,0.4666666666666667,0.7194374025415856,-0.5047882515456151,-1.7454338015372803,0.04947259447315478
30,75,10,0,24,67,50.3,0.04315704960095234,0.04315704960095234,15.110368875358436,15.110368875358436,0.45555555555555555,0.7197191584010247,-0.5369165018879757,-1.7939925880297087,0.049886216967713476
30,80,10,0,23,73,50.3,0.03795165437704442,0.03795165437704442,14.534275439596437,14.534275439596437,0.4222222222222222,0.6918238786806237,-0.4434240048096093,-2.359147889129525,0.017856130440326544
