n_neighbors,n_components,total_clusters,total_outliers,min_cluster_size,max_cluster_size,avg_cluster_size,sil_ex,sil_in,cal_ex,cal_in,div_score,c_v_score,u_mass_score,uci_score,npmi_score
5,5,77,61,2,18,5.740259740259741,0.03894313113750443,0.01860279847267401,3.685466941967277,3.4649438201635587,0.8063291139240506,0.364370088638925,-8.187752566167322,-7.329346775385582,-0.17564967268691845
5,10,75,65,2,22,5.84,0.03454093738522175,0.011039910867357594,3.639760973166509,3.3777421470383606,0.8090909090909091,0.3667880524493825,-8.204905758161035,-7.303678414457435,-0.17314798628292255
5,15,73,63,2,22,6.027397260273973,0.026624092114314938,0.005514935609291255,3.6680451149731415,3.4357088710360095,0.8066666666666666,0.35398287101562675,-7.5860467787861685,-7.235438786570014,-0.169534742142973
5,20,67,65,2,42,6.537313432835821,0.042777747927813164,0.02168465858627043,3.856239140719514,3.649097441135332,0.8144927536231884,0.36138568097210644,-7.1394926739402305,-6.970984629637284,-0.15878688374894365
5,25,81,73,2,15,5.308641975308642,0.037017131912225665,0.010999406936298828,3.5205406189371473,3.253020739167077,0.8120481927710843,0.34613940575865254,-8.272010239145965,-7.429744727132311,-0.17942988234137608
5,30,67,74,2,22,6.402985074626866,0.03178085012642178,0.00683166256486441,3.809757469250312,3.5310464924425684,0.8014492753623188,0.37699293954036805,-7.343581809177671,-6.940899492799474,-0.15705346238983434
5,35,69,62,2,42,6.391304347826087,0.040944331691105715,0.020092946338771282,3.7762580207230076,3.5790726922300156,0.8183098591549296,0.37531711978367394,-7.647750504430064,-7.159673984726648,-0.16762215940558953
5,40,71,79,2,20,5.971830985915493,0.03526552667990709,0.005643243170815703,3.6663231754056076,3.366787610855425,0.8,0.3676701018201232,-7.7080075771937615,-7.206460694768854,-0.17072428155958388
5,45,71,84,2,21,5.901408450704225,0.031897429254833645,0.004782876054256515,3.688416581681646,3.4212190032008962,0.8205479452054795,0.3517569284030971,-8.048439316584249,-7.387156865654585,-0.17859614129266227
5,50,67,69,2,42,6.477611940298507,0.04107489647144194,0.019043413024712137,3.800567380888444,3.6007505577260126,0.8144927536231884,0.3569612406932619,-7.942026195435795,-7.299283580939232,-0.1756170504021406
5,55,63,69,2,42,6.888888888888889,0.04060635458425076,0.017244551762986268,3.947119508036337,3.739043114481806,0.7892307692307692,0.38080521959511665,-6.868459874553208,-6.761905498953696,-0.14887526880707053
5,60,69,55,2,42,6.492753623188406,0.043027146053170484,0.026036147367142166,3.735273678102186,3.581825059784795,0.8098591549295775,0.37821770752129164,-7.40795833254422,-6.75262250456404,-0.14964492502252733
5,65,68,83,2,20,6.176470588235294,0.03246480025365407,0.0016554904527237542,3.7123072351555653,3.3609376894958825,0.8028571428571428,0.36691803467558826,-7.4838237906414165,-7.19766848116304,-0.1706051547413317
5,70,70,90,2,18,5.9,0.03798321930058268,0.005782136353308909,3.71735800089582,3.422970702439728,0.8111111111111111,0.3541729772586777,-7.783993863270551,-7.030936817498686,-0.16217753346185437
5,75,65,68,2,42,6.6923076923076925,0.04212258234496824,0.017687762682490397,3.855740974014805,3.5909608301023215,0.8,0.3626221379220191,-7.769111722621531,-7.008946742849763,-0.15938055477646618
5,80,63,59,2,42,7.0476190476190474,0.046601943204338234,0.028171703402032632,3.986273986134965,3.796735280374251,0.7953846153846154,0.3753479136893069,-7.273307976701687,-6.947980283918269,-0.1618226279320957
